epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1
1,0.6286707864984263,0.8230501236232861,0.2399974423362879,0.9279228149829739,0.8965254414826961,0.895128234164972,0.8906583361634081
2,0.13185429697144715,0.9601221248220574,0.17415105792575594,0.9477866061293984,0.9117699764561048,0.9329201776659387,0.9210317683427084
3,0.09861422898651152,0.9700307185135236,0.17030908307739467,0.95261066969353,0.9484547022802055,0.9156463542134663,0.9305713660573619
4,0.0918996401213735,0.9724095302315127,0.15886322355262844,0.9571509648127128,0.9512386777251969,0.9156163172415059,0.9314197354249748
5,0.08556615380849787,0.9750505731625084,0.19723553064620147,0.9494892167990919,0.9309147095593473,0.9141229023464734,0.9147408565471634
6,0.07295430621088364,0.9788903873529632,0.1942152918001427,0.9513337116912599,0.9321543153416402,0.9187745621581888,0.9245634404675775
7,0.06380827570172856,0.9814565070802428,0.14660611167600524,0.9597048808172531,0.956360963559472,0.9214678258708866,0.937523509582836
8,0.056497434721567444,0.9835730875852251,0.1610502162291808,0.9597048808172531,0.9458413010498307,0.9344778249826269,0.9382273596668792
9,0.05053782340788362,0.9849591668539747,0.16626620480049936,0.958427922814983,0.9439049004364604,0.9328693434700929,0.9376406923069394
10,0.04567585507642464,0.9871881321645314,0.16487329499190487,0.9625425652667423,0.956876213206311,0.9275888119471887,0.9412812746890961
11,0.041380113998474806,0.9881808646137709,0.16551478957840293,0.9612656072644722,0.9492627956377353,0.9376938921385286,0.9425741223374383
12,0.038245722467067964,0.98937963587323,0.20066954985997754,0.9601305334846765,0.9443377059802741,0.9344922746327636,0.9385848150484729
13,0.03541169923262876,0.989398366674159,0.16741073438095266,0.9641032917139614,0.9449164332025282,0.9456013223345682,0.9449229117485821
14,0.031599191962862205,0.9906720611373342,0.18790150645722903,0.9659477866061293,0.9584834142133838,0.938430594128539,0.9479966374476992
15,0.03143547814781493,0.9906720611373342,0.1551326957742108,0.97105561861521,0.9705050567298739,0.9430134879586943,0.9562469388610021
16,0.027708849861467426,0.9921330636097999,0.19084835592838778,0.9614074914869466,0.946544210684478,0.9378524757394101,0.9412254213625881
17,0.024406243800743972,0.9927511800404585,0.20282251692097006,0.9595629965947786,0.9479939086837894,0.9232077205799271,0.9339692130387024
18,0.021273590791903507,0.9940061437027047,0.18538175371234417,0.9656640181611805,0.956329650777069,0.9379216987950282,0.9467702750809758
19,0.01996162512340997,0.99409979770735,0.18793021549952585,0.9646708286038592,0.9563429893749803,0.9407800283238958,0.948175056554191
20,0.017008909090927143,0.9948302989435829,0.18085854732489207,0.963961407491487,0.9465283930176936,0.9415842047127887,0.943473009116349
